isGranular,dataGranularityL1,dataGranularityL2,dataGranularityL3,dataGranularityL4,runtTimeVersion,observationID,obsGroupID,PK_ID,Source
Y,Belgium,Brussels,0% - 070%,0% - 100%,202506030528,14,5,14_5_1,Business Input
Y,Belgium,Brussels,0% - 070%,0% - 100%,202506030528,15,5,15_5_1,Business Input
Y,Belgium,Brussels,0% - 070%,0% - 100%,202506030528,16,5,16_5_1,Business Input
Y,Belgium,Brussels,0% - 070%,0% - 100%,202506030528,17,5,17_5_1,Business Input
Y,Belgium,Brussels,0% - 070%,0% - 100%,202506030528,18,5,18_5_1,Business Input
Y,Belgium,Brussels,0% - 070%,0% - 100%,202506030528,19,5,19_5_1,Business Input
Y,Belgium,Brussels,0% - 070%,0% - 100%,202506030528,20,5,20_5_1,Business Input
Y,Belgium,Brussels,0% - 070%,0% - 100%,202506030528,21,5,21_5_1,Business Input
Y,Belgium,Brussels,0% - 070%,0% - 100%,202506030528,22,5,22_5_1,Business Input
Y,Belgium,Brussels,0% - 070%,0% - 100%,202506030528,23,5,23_5_1,Business Input
Y,Belgium,Brussels,0% - 070%,0% - 100%,202506030528,24,5,24_5_1,Business Input
Y,Belgium,Brussels,0% - 150%,0% - 200%,202506030528,1,6,1_6_1,Business Input
Y,Belgium,Brussels,0% - 150%,0% - 200%,202506030528,2,6,2_6_1,Business Input
Y,Belgium,Brussels,0% - 150%,0% - 200%,202506030528,3,6,3_6_1,Business Input
Y,Belgium,Brussels,0% - 150%,0% - 200%,202506030528,4,6,4_6_1,Business Input
Y,Belgium,Brussels,0% - 150%,0% - 200%,202506030528,5,6,5_6_1,Business Input
Y,Belgium,Brussels,0% - 150%,0% - 200%,202506030528,6,6,6_6_1,Business Input
Y,Belgium,Brussels,0% - 150%,0% - 200%,202506030528,7,6,7_6_1,Business Input
Y,Belgium,Brussels,0% - 150%,0% - 200%,202506030528,8,6,8_6_1,Business Input
Y,Belgium,Brussels,0% - 150%,0% - 200%,202506030528,9,6,9_6_1,Business Input
Y,Belgium,Brussels,0% - 150%,0% - 200%,202506030528,10,6,10_6_1,Business Input
Y,Belgium,Brussels,0% - 150%,0% - 200%,202506030528,11,6,11_6_1,Business Input
Y,Belgium,Brussels,0% - 150%,0% - 200%,202506030528,12,6,12_6_1,Business Input
Y,Belgium,Brussels,0% - 150%,0% - 200%,202506030528,13,6,13_6_1,Business Input
Y,Belgium,Brussels,0% - 150%,0% - 200%,202506030528,14,6,14_6_1,Business Input
Y,Belgium,Brussels,0% - 150%,0% - 200%,202506030528,15,6,15_6_1,Business Input
Y,Belgium,Brussels,0% - 150%,0% - 200%,202506030528,16,6,16_6_1,Business Input
Y,Belgium,Brussels,0% - 150%,0% - 200%,202506030528,17,6,17_6_1,Business Input
Y,Belgium,Brussels,0% - 150%,0% - 200%,202506030528,18,6,18_6_1,Business Input
Y,Belgium,Brussels,0% - 150%,0% - 200%,202506030528,19,6,19_6_1,Business Input
Y,Belgium,Brussels,0% - 150%,0% - 200%,202506030528,20,6,20_6_1,Business Input
Y,Belgium,Brussels,0% - 150%,0% - 200%,202506030528,21,6,21_6_1,Business Input
Y,Belgium,Brussels,0% - 150%,0% - 200%,202506030528,22,6,22_6_1,Business Input
Y,Belgium,Brussels,0% - 150%,0% - 200%,202506030528,23,6,23_6_1,Business Input
Y,Belgium,Brussels,0% - 150%,0% - 200%,202506030528,24,6,24_6_1,Business Input
Y,Belgium,Brussels,0% - 500%,0% - 500%,202506030528,1,7,1_7_1,Business Input
Y,Belgium,Brussels,0% - 500%,0% - 500%,202506030528,2,7,2_7_1,Business Input
Y,Belgium,Brussels,0% - 500%,0% - 500%,202506030528,3,7,3_7_1,Business Input
Y,Belgium,Brussels,0% - 500%,0% - 500%,202506030528,4,7,4_7_1,Business Input
Y,Belgium,Brussels,0% - 500%,0% - 500%,202506030528,5,7,5_7_1,Business Input
Y,Belgium,Brussels,0% - 500%,0% - 500%,202506030528,6,7,6_7_1,Business Input
Y,Belgium,Brussels,0% - 500%,0% - 500%,202506030528,7,7,7_7_1,Business Input
Y,Belgium,Brussels,0% - 500%,0% - 500%,202506030528,8,7,8_7_1,Business Input
Y,Belgium,Brussels,0% - 500%,0% - 500%,202506030528,9,7,9_7_1,Business Input
Y,Belgium,Brussels,0% - 500%,0% - 500%,202506030528,10,7,10_7_1,Business Input
Y,Belgium,Brussels,0% - 500%,0% - 500%,202506030528,11,7,11_7_1,Business Input
Y,Belgium,Brussels,0% - 500%,0% - 500%,202506030528,12,7,12_7_1,Business Input
Y,Belgium,Brussels,0% - 500%,0% - 500%,202506030528,13,7,13_7_1,Business Input
Y,Belgium,Brussels,0% - 500%,0% - 500%,202506030528,14,7,14_7_1,Business Input
Y,Belgium,Brussels,0% - 500%,0% - 500%,202506030528,15,7,15_7_1,Business Input
Y,Belgium,Brussels,0% - 500%,0% - 500%,202506030528,16,7,16_7_1,Business Input
Y,Belgium,Brussels,0% - 500%,0% - 500%,202506030528,17,7,17_7_1,Business Input
Y,Belgium,Brussels,0% - 500%,0% - 500%,202506030528,18,7,18_7_1,Business Input
Y,Belgium,Brussels,0% - 500%,0% - 500%,202506030528,19,7,19_7_1,Business Input
Y,Belgium,Brussels,0% - 500%,0% - 500%,202506030528,20,7,20_7_1,Business Input
Y,Belgium,Brussels,0% - 500%,0% - 500%,202506030528,21,7,21_7_1,Business Input
Y,Belgium,Brussels,0% - 500%,0% - 500%,202506030528,22,7,22_7_1,Business Input
Y,Belgium,Brussels,0% - 500%,0% - 500%,202506030528,23,7,23_7_1,Business Input
Y,Belgium,Brussels,0% - 500%,0% - 500%,202506030528,24,7,24_7_1,Business Input
Y,Belgium,Brussels,0% - 110%,0% - 200%,202506030528,1,8,1_8_1,Business Input
Y,Belgium,Brussels,0% - 110%,0% - 200%,202506030528,2,8,2_8_1,Business Input
Y,Belgium,Brussels,0% - 110%,0% - 200%,202506030528,3,8,3_8_1,Business Input
Y,Belgium,Brussels,0% - 110%,0% - 200%,202506030528,4,8,4_8_1,Business Input
Y,Belgium,Brussels,0% - 110%,0% - 200%,202506030528,5,8,5_8_1,Business Input
Y,Belgium,Brussels,0% - 110%,0% - 200%,202506030528,6,8,6_8_1,Business Input
Y,Belgium,Brussels,0% - 110%,0% - 200%,202506030528,7,8,7_8_1,Business Input
Y,Belgium,Brussels,0% - 110%,0% - 200%,202506030528,8,8,8_8_1,Business Input
Y,Belgium,Brussels,0% - 110%,0% - 200%,202506030528,9,8,9_8_1,Business Input
Y,Belgium,Brussels,0% - 110%,0% - 200%,202506030528,10,8,10_8_1,Business Input
Y,Belgium,Brussels,0% - 110%,0% - 200%,202506030528,11,8,11_8_1,Business Input
Y,Belgium,Brussels,0% - 110%,0% - 200%,202506030528,12,8,12_8_1,Business Input
Y,Belgium,Brussels,0% - 110%,0% - 200%,202506030528,13,8,13_8_1,Business Input
Y,Belgium,Brussels,0% - 110%,0% - 200%,202506030528,14,8,14_8_1,Business Input
Y,Belgium,Brussels,0% - 110%,0% - 200%,202506030528,15,8,15_8_1,Business Input
Y,Belgium,Brussels,0% - 110%,0% - 200%,202506030528,16,8,16_8_1,Business Input
Y,Belgium,Brussels,0% - 110%,0% - 200%,202506030528,17,8,17_8_1,Business Input
Y,Belgium,Brussels,0% - 110%,0% - 200%,202506030528,18,8,18_8_1,Business Input
Y,Belgium,Brussels,0% - 110%,0% - 200%,202506030528,19,8,19_8_1,Business Input
Y,Belgium,Brussels,0% - 110%,0% - 200%,202506030528,20,8,20_8_1,Business Input
Y,Belgium,Brussels,0% - 110%,0% - 200%,202506030528,21,8,21_8_1,Business Input
Y,Belgium,Brussels,0% - 110%,0% - 200%,202506030528,22,8,22_8_1,Business Input
Y,Belgium,Brussels,0% - 110%,0% - 200%,202506030528,23,8,23_8_1,Business Input
Y,Belgium,Brussels,0% - 110%,0% - 200%,202506030528,24,8,24_8_1,Business Input
Y,Belgium,Brussels,0% - 060%,0% - 100%,202506030528,1,9,1_9_1,Business Input
Y,Belgium,Brussels,0% - 060%,0% - 100%,202506030528,2,9,2_9_1,Business Input
Y,Belgium,Brussels,0% - 060%,0% - 100%,202506030528,3,9,3_9_1,Business Input
Y,Belgium,Brussels,0% - 060%,0% - 100%,202506030528,4,9,4_9_1,Business Input
Y,Belgium,Brussels,0% - 060%,0% - 100%,202506030528,5,9,5_9_1,Business Input
Y,Belgium,Brussels,0% - 060%,0% - 100%,202506030528,6,9,6_9_1,Business Input
Y,Belgium,Brussels,0% - 060%,0% - 100%,202506030528,7,9,7_9_1,Business Input
Y,Belgium,Brussels,0% - 060%,0% - 100%,202506030528,8,9,8_9_1,Business Input
Y,Belgium,Brussels,0% - 060%,0% - 100%,202506030528,9,9,9_9_1,Business Input
Y,Belgium,Brussels,0% - 060%,0% - 100%,202506030528,10,9,10_9_1,Business Input
Y,Belgium,Brussels,0% - 060%,0% - 100%,202506030528,11,9,11_9_1,Business Input
Y,Belgium,Brussels,0% - 060%,0% - 100%,202506030528,12,9,12_9_1,Business Input
Y,Belgium,Brussels,0% - 060%,0% - 100%,202506030528,13,9,13_9_1,Business Input
Y,Belgium,Brussels,0% - 060%,0% - 100%,202506030528,14,9,14_9_1,Business Input
Y,Belgium,Brussels,0% - 060%,0% - 100%,202506030528,15,9,15_9_1,Business Input
Y,Belgium,Brussels,0% - 060%,0% - 100%,202506030528,16,9,16_9_1,Business Input
Y,Belgium,Brussels,0% - 060%,0% - 100%,202506030528,17,9,17_9_1,Business Input
Y,Belgium,Brussels,0% - 060%,0% - 100%,202506030528,18,9,18_9_1,Business Input
Y,Belgium,Brussels,0% - 060%,0% - 100%,202506030528,19,9,19_9_1,Business Input
Y,Belgium,Brussels,0% - 060%,0% - 100%,202506030528,20,9,20_9_1,Business Input
Y,Belgium,Brussels,0% - 060%,0% - 100%,202506030528,21,9,21_9_1,Business Input
Y,Belgium,Brussels,0% - 060%,0% - 100%,202506030528,22,9,22_9_1,Business Input
Y,Belgium,Brussels,0% - 060%,0% - 100%,202506030528,23,9,23_9_1,Business Input
Y,Belgium,Brussels,0% - 060%,0% - 100%,202506030528,24,9,24_9_1,Business Input
Y,Belgium,Brussels,0% - 350%,0% - 400%,202506030528,1,10,1_10_1,Business Input
Y,Belgium,Brussels,0% - 350%,0% - 400%,202506030528,2,10,2_10_1,Business Input
Y,Belgium,Brussels,0% - 350%,0% - 400%,202506030528,3,10,3_10_1,Business Input
Y,Belgium,Brussels,0% - 350%,0% - 400%,202506030528,4,10,4_10_1,Business Input
Y,Belgium,Brussels,0% - 350%,0% - 400%,202506030528,5,10,5_10_1,Business Input
Y,Belgium,Brussels,0% - 350%,0% - 400%,202506030528,6,10,6_10_1,Business Input
Y,Belgium,Brussels,0% - 350%,0% - 400%,202506030528,7,10,7_10_1,Business Input
Y,Belgium,Brussels,0% - 350%,0% - 400%,202506030528,8,10,8_10_1,Business Input
Y,Belgium,Brussels,0% - 350%,0% - 400%,202506030528,9,10,9_10_1,Business Input
Y,Belgium,Brussels,0% - 350%,0% - 400%,202506030528,10,10,10_10_1,Business Input
Y,Belgium,Brussels,0% - 350%,0% - 400%,202506030528,11,10,11_10_1,Business Input
Y,Belgium,Brussels,0% - 350%,0% - 400%,202506030528,12,10,12_10_1,Business Input
Y,Belgium,Brussels,0% - 350%,0% - 400%,202506030528,13,10,13_10_1,Business Input
Y,Belgium,Brussels,0% - 350%,0% - 400%,202506030528,14,10,14_10_1,Business Input
Y,Belgium,Brussels,0% - 350%,0% - 400%,202506030528,15,10,15_10_1,Business Input
Y,Belgium,Brussels,0% - 350%,0% - 400%,202506030528,16,10,16_10_1,Business Input
Y,Belgium,Brussels,0% - 350%,0% - 400%,202506030528,17,10,17_10_1,Business Input
Y,Belgium,Brussels,0% - 350%,0% - 400%,202506030528,18,10,18_10_1,Business Input
Y,Belgium,Brussels,0% - 350%,0% - 400%,202506030528,19,10,19_10_1,Business Input
Y,Belgium,Brussels,0% - 350%,0% - 400%,202506030528,20,10,20_10_1,Business Input
Y,Belgium,Brussels,0% - 350%,0% - 400%,202506030528,21,10,21_10_1,Business Input
Y,Belgium,Brussels,0% - 350%,0% - 400%,202506030528,22,10,22_10_1,Business Input
Y,Belgium,Brussels,0% - 350%,0% - 400%,202506030528,23,10,23_10_1,Business Input
Y,Belgium,Brussels,0% - 350%,0% - 400%,202506030528,24,10,24_10_1,Business Input
Y,Belgium,Brussels,0% - 090%,0% - 100%,202506030528,1,11,1_11_1,Business Input
Y,Belgium,Brussels,0% - 090%,0% - 100%,202506030528,2,11,2_11_1,Business Input
Y,Belgium,Brussels,0% - 090%,0% - 100%,202506030528,3,11,3_11_1,Business Input
Y,Belgium,Brussels,0% - 090%,0% - 100%,202506030528,4,11,4_11_1,Business Input
Y,Belgium,Brussels,0% - 090%,0% - 100%,202506030528,5,11,5_11_1,Business Input
Y,Belgium,Brussels,0% - 090%,0% - 100%,202506030528,6,11,6_11_1,Business Input
Y,Belgium,Brussels,0% - 090%,0% - 100%,202506030528,7,11,7_11_1,Business Input
Y,Belgium,Brussels,0% - 090%,0% - 100%,202506030528,8,11,8_11_1,Business Input
Y,Belgium,Brussels,0% - 090%,0% - 100%,202506030528,9,11,9_11_1,Business Input
Y,Belgium,Brussels,0% - 090%,0% - 100%,202506030528,10,11,10_11_1,Business Input
Y,Belgium,Brussels,0% - 090%,0% - 100%,202506030528,11,11,11_11_1,Business Input
Y,Belgium,Brussels,0% - 090%,0% - 100%,202506030528,12,11,12_11_1,Business Input
Y,Belgium,Brussels,0% - 090%,0% - 100%,202506030528,13,11,13_11_1,Business Input
Y,Belgium,Brussels,0% - 090%,0% - 100%,202506030528,14,11,14_11_1,Business Input
Y,Belgium,Brussels,0% - 090%,0% - 100%,202506030528,15,11,15_11_1,Business Input
Y,Belgium,Brussels,0% - 090%,0% - 100%,202506030528,16,11,16_11_1,Business Input
Y,Belgium,Brussels,0% - 090%,0% - 100%,202506030528,17,11,17_11_1,Business Input
Y,Belgium,Brussels,0% - 090%,0% - 100%,202506030528,18,11,18_11_1,Business Input
Y,Belgium,Brussels,0% - 090%,0% - 100%,202506030528,19,11,19_11_1,Business Input
Y,Belgium,Brussels,0% - 090%,0% - 100%,202506030528,20,11,20_11_1,Business Input
Y,Belgium,Brussels,0% - 090%,0% - 100%,202506030528,21,11,21_11_1,Business Input
Y,Belgium,Brussels,0% - 090%,0% - 100%,202506030528,22,11,22_11_1,Business Input
Y,Belgium,Brussels,0% - 090%,0% - 100%,202506030528,23,11,23_11_1,Business Input
Y,Belgium,Brussels,0% - 090%,0% - 100%,202506030528,24,11,24_11_1,Business Input
Y,Belgium,Brussels,0% - 290%,0% - 300%,202506030528,1,12,1_12_1,Business Input
Y,Belgium,Brussels,0% - 290%,0% - 300%,202506030528,2,12,2_12_1,Business Input
Y,Belgium,Brussels,0% - 290%,0% - 300%,202506030528,3,12,3_12_1,Business Input
Y,Belgium,Brussels,0% - 290%,0% - 300%,202506030528,4,12,4_12_1,Business Input
Y,Belgium,Brussels,0% - 290%,0% - 300%,202506030528,5,12,5_12_1,Business Input
Y,Belgium,Brussels,0% - 290%,0% - 300%,202506030528,6,12,6_12_1,Business Input
